title,genres
Monster House,"Animation,Comedy,Family,Fantasy"
Bandits,"Action,Comedy,Crime,Romance"
First Knight,"Action,Adventure,Drama,Romance"
Anna and the King,"Drama,History,Romance"
Immortals,"Fantasy,Action,Drama"
Hostage,"Mystery,Drama,Thriller,Crime"
Titan A.E.,"Animation,Action,Science Fiction,Family,Adventure"
Hollywood Homicide,"Action,Adventure,Comedy,Thriller"
Soldier,"Action,War,Science Fiction"
Carriers,"Action,Drama,Horror,Science Fiction,Thriller"
Monkeybone,"Adventure,Fantasy,Animation,Action,Comedy"
Flight of the Phoenix,"Action,Adventure,Drama,Thriller"
Unbreakable,"Science Fiction,Thriller,Drama"
Minions,"Family,Animation,Adventure,Comedy"
Sucker Punch,"Action,Fantasy,Thriller"
Snake Eyes,"Crime,Mystery"
Sphere,"S,c,i,e,n,c,e, ,F,i,c,t,i,o,n"
The Angry Birds Movie,"Family,Animation"
Fool's Gold,"Romance,Comedy,Adventure"
Funny People,"Comedy,Drama"
The Kingdom,"Thriller,Action,Drama"
Talladega Nights: The Ballad of Ricky Bobby,"C,o,m,e,d,y"
Dr. Dolittle 2,"Comedy,Family,Romance,Fantasy"
Braveheart,"Action,Drama,History,War"
Jarhead,"Drama,War"
The Simpsons Movie,"Animation,Comedy,Family"
The Majestic,"Drama,Romance"
Driven,"A,c,t,i,o,n"
Two Brothers,"Adventure,Drama,Family"
The Village,"Drama,Mystery,Thriller"
Doctor Dolittle,"Comedy,Family,Fantasy"
Signs,"Drama,Thriller,Science Fiction,Mystery"
Shrek 2,"Adventure,Animation,Comedy,Family,Fantasy"
Cars,"Animation,Adventure,Comedy,Family"
Runaway Bride,"Comedy,Romance"
xXx,"Action,Adventure,Thriller"
The SpongeBob Movie: Sponge Out of Water,"Animation,Adventure,Comedy,Family"
Ransom,"Action,Thriller"
Inglourious Basterds,"Drama,Action,Thriller,War"
Hook,"Adventure,Fantasy,Comedy,Family"
Die Hard 2,"Action,Thriller"
S.W.A.T.,"Action,Thriller,Crime"
Vanilla Sky,"Drama,Mystery,Romance,Science Fiction,Thriller"
Lady in the Water,"Drama,Thriller,Fantasy,Mystery"
AVP: Alien vs. Predator,"Adventure,Science Fiction,Action"
Alvin and the Chipmunks: The Squeakquel,"Comedy,Family,Animation,Fantasy,Music"
We Were Soldiers,"Action,History,War"
Olympus Has Fallen,"Action,Thriller"
Star Trek: Insurrection,"Science Fiction,Action,Adventure,Thriller"
Battle: Los Angeles,"Action,Science Fiction"
Big Fish,"Adventure,Fantasy,Drama"
Wolf,"F,a,n,t,a,s,y"
War Horse,"Drama,War"
The Monuments Men,"War,Drama,History,Action"
The Abyss,"Adventure,Action,Thriller,Science Fiction"
Wall Street: Money Never Sleeps,"Drama,Crime"
Dracula Untold,"Horror,Action,Drama,Fantasy,War"
The Siege,"Drama,Action,Thriller,Crime"
Stardust,"Adventure,Fantasy,Romance,Family"
Seven Years in Tibet,"Adventure,Drama,History"
The Dilemma,"Comedy,Drama"
Bad Company,"Action,Adventure,Comedy,Thriller"
Doom,"Adventure,Action,Horror"
I Spy,"Action,Adventure,Comedy,Thriller"
Underworld: Awakening,"Fantasy,Action,Horror"
Rock of Ages,"Comedy,Drama,Music,Romance"
Hart's War,"Drama,War"
Killer Elite,"Action,Adventure,Thriller"
Rollerball,"Action,Science Fiction,Thriller"
Ballistic: Ecks vs. Sever,"Action,Adventure,Thriller"
Hard Rain,"T,h,r,i,l,l,e,r"
Osmosis Jones,"Adventure,Animation,Action,Comedy,Family"
Legends of Oz: Dorothy's Return,"Animation,Music,Family"
Blackhat,"Crime,Drama,Mystery"
Sky Captain and the World of Tomorrow,"Mystery,Action,Thriller,Science Fiction,Adventure"
Basic Instinct 2,"Crime,Mystery,Thriller"
Escape Plan,"Action,Thriller"
The Legend of Hercules,"Action,Adventure"
The Sum of All Fears,"Thriller,Action,Drama"
The Twilight Saga: Eclipse,"Adventure,Fantasy,Drama,Romance"
The Score,"Action,Crime,Thriller"
Despicable Me,"Animation,Family"
Money Train,"Action,Comedy,Crime"
Ted 2,"C,o,m,e,d,y"
Agora,"Adventure,Drama,History"
Mystery Men,"Adventure,Fantasy,Action,Comedy,Science Fiction"
Hall Pass,"C,o,m,e,d,y"
The Insider,"Drama,Thriller"
The Finest Hours,"Action,Drama,History,Thriller"
Body of Lies,"Action,Drama,Thriller"
Dinner for Schmucks,"C,o,m,e,d,y"
Abraham Lincoln: Vampire Hunter,"Action,Fantasy,Horror"
Entrapment,"Romance,Drama,Mystery"
The X Files,"Mystery,Science Fiction,Thriller"
The Last Legion,"Action,Adventure,Fantasy,War"
Saving Private Ryan,"Drama,History,War"
Need for Speed,"Action,Crime,Drama,Thriller"
What Women Want,"Comedy,Romance"
Ice Age,"Animation,Comedy,Family,Adventure"
Dreamcatcher,"Drama,Horror,Science Fiction,Thriller"
Lincoln,"History,Drama"
The Matrix,"Action,Science Fiction"
Apollo 13,"D,r,a,m,a"
The Santa Clause 2,"Fantasy,Comedy,Family"
Les Misérables,"Drama,Music,Romance"
You've Got Mail,"Comedy,Romance"
Step Brothers,"C,o,m,e,d,y"
The Mask of Zorro,"Action,Adventure"
Due Date,"Comedy,Drama"
Unbroken,"Drama,War"
Space Cowboys,"Action,Adventure,Thriller"
Cliffhanger,"Action,Adventure,Thriller"
Broken Arrow,"Action,Adventure,Drama,Thriller"
The Kid,"Fantasy,Comedy,Family"
World Trade Center,"Drama,History,Thriller"
Mona Lisa Smile,"Drama,Romance"
The Dictator,"C,o,m,e,d,y"
Eyes Wide Shut,"Mystery,Drama"
Annie,"Comedy,Drama,Family"
Focus,"Romance,Comedy,Crime,Drama"
This Means War,"Action,Comedy,Romance"
Blade: Trinity,"Science Fiction,Action,Horror,Thriller,Adventure,Fantasy"
Red Dawn,"Action,Thriller"
Primary Colors,"Comedy,Drama"
Resident Evil: Retribution,"Action,Horror,Science Fiction"
Death Race,"Action,Thriller,Science Fiction"
The Long Kiss Goodnight,"Crime,Action,Mystery,Thriller"
Proof of Life,"Action,Adventure,Drama,Romance,Thriller"
Zathura: A Space Adventure,"Family,Fantasy,Science Fiction,Adventure"
Fight Club,"D,r,a,m,a"
We Are Marshall,"D,r,a,m,a"
Hudson Hawk,"Action,Adventure,Comedy"
Lucky Numbers,"Action,Adventure,Comedy,Crime,Romance,Thriller"
"I, Frankenstein","Horror,Thriller"
Oliver Twist,"Crime,Drama,Family"
Elektra,"Action,Fantasy"
Sin City: A Dame to Kill For,"Crime,Thriller"
Random Hearts,"Drama,Romance"
Everest,"Adventure,Drama"
Perfume: The Story of a Murderer,"Crime,Fantasy,Drama"
Austin Powers in Goldmember,"Comedy,Crime,Science Fiction"
Astro Boy,"Animation,Action,Family,Science Fiction"
Jurassic Park,"Adventure,Science Fiction"
Wyatt Earp,"Drama,Action,Western"
Clear and Present Danger,"Action,Drama,Thriller"
Dragon Blade,"Action,Drama,Adventure"
Little Man,"Comedy,Crime"
U-571,"Action,Drama,Thriller,War"
The American President,"Comedy,Drama,Romance"
The Love Guru,"Comedy,Romance"
3000 Miles to Graceland,"Action,Adventure,Comedy,Thriller,Crime"
The Hateful Eight,"Crime,Drama,Mystery,Western"
Blades of Glory,"Action,Comedy,Drama"
Hop,"Animation,Comedy,Family"
300,"Action,Adventure,War"
Meet the Fockers,"Comedy,Romance"
Marley & Me,"Comedy,Family"
The Green Mile,"Fantasy,Drama,Crime"
Wild Hogs,"Action,Adventure,Comedy"
Chicken Little,"Animation,Family,Comedy"
Gone Girl,"Mystery,Thriller,Drama"
The Bourne Identity,"Action,Drama,Mystery,Thriller"
GoldenEye,"Adventure,Action,Thriller"
The General's Daughter,"Crime,Drama,Mystery,Thriller"
The Truman Show,"Comedy,Drama"
The Prince of Egypt,"Adventure,Animation,Drama,Family,Music"
Daddy Day Care,"Comedy,Family"
2 Guns,"Action,Comedy,Crime"
Cats & Dogs,"Comedy,Family"
The Italian Job,"Action,Crime"
Two Weeks Notice,"Romance,Comedy"
Antz,"Adventure,Animation,Comedy,Family"
Couples Retreat,"Comedy,Romance"
Days of Thunder,"A,d,v,e,n,t,u,r,e"
Cheaper by the Dozen 2,"C,o,m,e,d,y"
Maze Runner: The Scorch Trials,"A,c,t,i,o,n"
Eat Pray Love,"D,r,a,m,a"
The Family Man,"Comedy,Drama,Romance,Fantasy"
RED,"Action,Adventure,Comedy,Crime,Thriller"
Any Given Sunday,"D,r,a,m,a"
The Horse Whisperer,"Drama,Romance"
Collateral,"Drama,Crime,Thriller"
The Scorpion King,"Action,Fantasy,Adventure"
Ladder 49,"Drama,Action,Thriller"
Jack Reacher,"Crime,Drama,Thriller"
Deep Blue Sea,"Action,Science Fiction,Thriller"
This Is It,"Music,Documentary"
Contagion,"Drama,Thriller,Science Fiction"
Kangaroo Jack,"Comedy,Adventure,Crime"
Coraline,"Animation,Family"
The Happening,"Thriller,Science Fiction"
Man on Fire,"Action,Drama,Thriller,Crime"
The Shaggy Dog,"Comedy,Family"
Starsky & Hutch,"Comedy,Crime"
Jingle All the Way,"Family,Comedy"
Hellboy,"Fantasy,Action,Science Fiction"
A Civil Action,"D,r,a,m,a"
ParaNorman,"Family,Animation,Adventure,Comedy"
The Jackal,"Action,Thriller,Adventure,Crime"
Paycheck,"Action,Adventure,Mystery,Science Fiction,Thriller"
Up Close & Personal,"Drama,Romance"
The Tale of Despereaux,"Adventure,Animation,Family"
The Tuxedo,"Thriller,Action,Comedy,Science Fiction"
Under Siege 2: Dark Territory,"Action,Thriller"
Jack Ryan: Shadow Recruit,"Action,Drama,Thriller"
Joy,"Drama,Comedy"
London Has Fallen,"Action,Crime,Thriller"
Alien: Resurrection,"Science Fiction,Horror,Action"
Shooter,"Action,Drama,Mystery,Thriller,Crime"
The Boxtrolls,"Animation,Comedy,Family,Fantasy"
Practical Magic,"Drama,Fantasy,Comedy"
The Lego Movie,"Adventure,Animation,Comedy,Family,Fantasy"
Miss Congeniality 2: Armed and Fabulous,"Action,Comedy"
Reign of Fire,"Adventure,Action,Fantasy"
Gangster Squad,"Crime,Drama,Action,Thriller"
Year One,"Comedy,Adventure"
Invictus,"Drama,History"
State of Play,"A,c,t,i,o,n"
Duplicity,"Romance,Comedy,Crime"
My Favorite Martian,"Comedy,Drama,Family,Science Fiction"
The Sentinel,"Action,Thriller,Crime"
Planet 51,"Science Fiction,Animation,Family,Comedy,Adventure"
Star Trek: Nemesis,"Science Fiction,Action,Adventure,Thriller"
Intolerable Cruelty,"Crime,Comedy,Romance"
Trouble with the Curve,"Drama,Romance"
Edge of Darkness,"Crime,Drama,Mystery,Thriller"
The Relic,"Horror,Mystery,Thriller"
Analyze That,"Comedy,Crime"
Righteous Kill,"Action,Crime,Drama,Thriller"
Mercury Rising,"Action,Crime,Drama,Thriller"
The Soloist,"D,r,a,m,a"
The Legend of Bagger Vance,"Fantasy,Drama"
Almost Famous,"Drama,Music"
Garfield: A Tail of Two Kitties,"Animation,Comedy,Family"
xXx: State of the Union,"Action,Adventure,Crime,Drama,Mystery,Thriller"
Priest,"Action,Science Fiction,Fantasy,Thriller,Horror"
Sinbad: Legend of the Seven Seas,"Family,Animation,Adventure"
Event Horizon,"Horror,Science Fiction,Mystery"
Dragonfly,"D,r,a,m,a"
The Black Dahlia,"D,r,a,m,a"
Flyboys,"Action,Adventure,Drama,History,Romance,War"
The Last Castle,"Action,Drama,Thriller"
Supernova,"Horror,Science Fiction,Thriller"
Winter's Tale,"Drama,Fantasy,Mystery,Romance"
The Mortal Instruments: City of Bones,"Action,Adventure,Drama,Mystery,Romance,Fantasy"
Meet Dave,"Comedy,Science Fiction,Adventure,Family"
Dark Water,"Drama,Horror,Thriller"
Edtv,"C,o,m,e,d,y"
Inkheart,"Adventure,Family,Fantasy"
The Spirit,"Action,Comedy,Thriller,Crime,Science Fiction"
Mortdecai,"Comedy,Adventure"
In the Name of the King: A Dungeon Siege Tale,"Adventure,Fantasy,Action,Drama"
Beyond Borders,"Drama,Romance,Adventure,War"
The Monkey King 2,"Action,Adventure,Fantasy"
The Great Raid,"Action,History,War"
Deadpool,"Action,Adventure,Comedy"
Holy Man,"Drama,Comedy"
American Sniper,"War,Action"
Goosebumps,"Adventure,Horror,Comedy"
Just Like Heaven,"Comedy,Fantasy,Romance"
The Flintstones in Viva Rock Vegas,"Science Fiction,Comedy,Family,Romance"
Rambo III,"Action,Adventure,Thriller,War"
Leatherheads,"Comedy,Romance,Drama"
The Ridiculous 6,"Comedy,Western"
Did You Hear About the Morgans?,"C,o,m,e,d,y"
The Internship,"C,o,m,e,d,y"
Resident Evil: Afterlife,"Action,Adventure,Horror,Science Fiction"
Red Tails,"Drama,Action,Adventure,History,War"
The Devil's Advocate,"Drama,Horror,Mystery,Thriller"
That's My Boy,"C,o,m,e,d,y"
DragonHeart,"F,a,n,t,a,s,y"
After the Sunset,"Action,Comedy,Crime,Drama"
Ghost Rider: Spirit of Vengeance,"Action,Fantasy,Thriller"
Captain Corelli's Mandolin,"Drama,History,Romance"
The Pacifier,"Action,Comedy,Drama,Family,Thriller"
Walking Tall,"Adventure,Drama,Action,Thriller"
Forrest Gump,"Comedy,Drama,Romance"
Alvin and the Chipmunks,"Comedy,Music,Family,Fantasy,Animation"
Meet the Parents,"Comedy,Romance"
Pocahontas,"Adventure,Animation,Drama,Family"
Superman,"Action,Adventure,Fantasy,Science Fiction"
The Nutty Professor,"Fantasy,Comedy,Romance,Science Fiction"
Hitch,"Comedy,Drama,Romance"
George of the Jungle,"Adventure,Comedy,Family,Romance"
American Wedding,"Comedy,Romance"
Captain Phillips,"Action,Drama,Thriller"
Date Night,"C,o,m,e,d,y"
Casper,"Fantasy,Comedy,Family"
The Equalizer,"Thriller,Action,Crime"
Maid in Manhattan,"Comedy,Drama,Romance"
Crimson Tide,"Action,Thriller,Drama"
The Pursuit of Happyness,"D,r,a,m,a"
Flightplan,"Thriller,Drama,Mystery"
Disclosure,"Drama,Thriller,Crime,Mystery,Romance"
City of Angels,"Drama,Fantasy,Romance"
Kill Bill: Vol. 1,"Action,Crime"
Bowfinger,"C,o,m,e,d,y"
Kill Bill: Vol. 2,"Action,Crime,Thriller"
Tango & Cash,"Action,Adventure,Comedy"
Death Becomes Her,"Fantasy,Comedy"
Shanghai Noon,"Adventure,Action,Comedy,Western"
Executive Decision,"Action,Adventure,Drama,Thriller"
Mr. Popper's Penguins,"Comedy,Family"
The Forbidden Kingdom,"Action,Adventure,Fantasy"
Free Birds,"Animation,Comedy,Family"
Alien³,"Science Fiction,Action,Horror"
Evita,"History,Drama,Music"
Ronin,"Action,Thriller,Crime,Adventure"
The Ghost and the Darkness,"A,d,v,e,n,t,u,r,e"
Paddington,"Family,Comedy"
The Watch,"C,o,m,e,d,y"
The Hunted,"Drama,Action,Thriller,Crime"
Instinct,"Drama,Mystery,Thriller"
Stuck on You,"C,o,m,e,d,y"
Semi-Pro,"C,o,m,e,d,y"
The Pirates! In an Adventure with Scientists!,"Animation,Adventure,Family,Comedy"
Changeling,"Crime,Drama,Mystery"
Chain Reaction,"Action,Drama,Science Fiction,Thriller"
The Fan,"Drama,Mystery,Thriller"
The Phantom of the Opera,"Thriller,Drama,Romance"
Elizabeth: The Golden Age,"Drama,History,Romance"
Æon Flux,"Action,Science Fiction"
Gods and Generals,"Drama,History,War"
Turbulence,"Action,Thriller,Crime"
Imagine That,"C,o,m,e,d,y"
Muppets Most Wanted,"Comedy,Adventure,Crime,Family"
Thunderbirds,"Action,Adventure,Comedy,Family,Fantasy,Science Fiction"
Burlesque,"Drama,Romance"
A Very Long Engagement,"D,r,a,m,a"
Lolita,"Drama,Romance"
D-Tox,"Action,Thriller"
Blade II,"Fantasy,Horror,Action,Thriller"
Seven Pounds,"D,r,a,m,a"
Bullet to the Head,"Action,Crime,Thriller"
The Godfather: Part III,"Crime,Drama,Thriller"
Elizabethtown,"Comedy,Drama,Romance"
"You, Me and Dupree","Comedy,Romance"
Superman II,"Action,Adventure,Fantasy,Science Fiction"
Gigli,"D,r,a,m,a"
All the King's Men,"Drama,Thriller"
Shaft,"Action,Adventure,Crime,Thriller"
Anastasia,"Animation,Family"
Moulin Rouge!,"Drama,Music,Romance"
Domestic Disturbance,"Mystery,Thriller,Crime"
Black Mass,"Crime,Drama"
Flags of Our Fathers,"War,Drama,History"
Law Abiding Citizen,"Drama,Crime,Thriller"
Grindhouse,"Thriller,Action,Horror"
Beloved,"Drama,Thriller"
Lucky You,"Drama,Romance"
Catch Me If You Can,"Drama,Crime"
Zero Dark Thirty,"Thriller,Drama,History"
The Break-Up,"Romance,Comedy"
Mamma Mia!,"Comedy,Romance"
Valentine's Day,"Comedy,Romance"
The Dukes of Hazzard,"Action,Adventure,Comedy"
The Thin Red Line,"Drama,History,War"
The Change-Up,"C,o,m,e,d,y"
Man on the Moon,"Comedy,Drama,Romance"
Casino,"Drama,Crime"
From Paris with Love,"Action,Crime,Thriller"
Bulletproof Monk,"Action,Comedy,Fantasy"
"Me, Myself & Irene","C,o,m,e,d,y"
Barnyard,"Animation,Comedy,Family"
Deck the Halls,"Comedy,Family"
The Twilight Saga: New Moon,"Adventure,Fantasy,Drama,Romance"
Shrek,"Adventure,Animation,Comedy,Family,Fantasy"
The Adjustment Bureau,"Science Fiction,Thriller,Romance"
Robin Hood: Prince of Thieves,"A,d,v,e,n,t,u,r,e"
Jerry Maguire,"Comedy,Drama,Romance"
Ted,"Comedy,Fantasy"
As Good as It Gets,"Comedy,Romance"
Patch Adams,"Comedy,Drama"
Anchorman 2: The Legend Continues,"C,o,m,e,d,y"
Mr. Deeds,"Comedy,Romance"
Super 8,"Thriller,Science Fiction,Mystery"
Erin Brockovich,"D,r,a,m,a"
How to Lose a Guy in 10 Days,"Comedy,Romance"
22 Jump Street,"Crime,Comedy,Action"
Interview with the Vampire,"Horror,Romance"
Yes Man,"C,o,m,e,d,y"
Central Intelligence,"Action,Comedy"
Stepmom,"Drama,Romance"
Daddy's Home,"C,o,m,e,d,y"
Into the Woods,"Fantasy,Comedy,Music"
Inside Man,"Crime,Drama,Thriller"
Payback,"Drama,Action,Thriller,Crime"
Congo,"Action,Adventure,Drama,Mystery,Science Fiction,Thriller"
We Bought a Zoo,"Drama,Comedy,Family"
Knowing,"Action,Adventure,Drama,Mystery,Science Fiction,Thriller"
Failure to Launch,"C,o,m,e,d,y"
The Ring Two,"Drama,Horror,Thriller"
"Crazy, Stupid, Love.","Comedy,Drama,Romance"
Garfield,"Animation,Comedy,Family"
Christmas with the Kranks,"Comedy,Family"
Moneyball,"D,r,a,m,a"
Outbreak,"Action,Drama,Science Fiction,Thriller"
Non-Stop,"Action,Thriller,Mystery"
Race to Witch Mountain,"Adventure,Family,Fantasy,Science Fiction,Thriller,Action"
V for Vendetta,"Action,Thriller,Fantasy"
Shanghai Knights,"Action,Adventure,Comedy,Western"
Curious George,"Adventure,Animation,Comedy,Family"
Herbie Fully Loaded,"Comedy,Family,Adventure,Fantasy,Romance"
Don't Say a Word,"T,h,r,i,l,l,e,r"
Hansel & Gretel: Witch Hunters,"Fantasy,Horror,Action"
Unfaithful,"Thriller,Drama"
I Am Number Four,"Action,Thriller,Science Fiction,Adventure"
Syriana,"Drama,Thriller"
13 Hours: The Secret Soldiers of Benghazi,"Action,Drama,History,Thriller,War"
The Book of Life,"Romance,Animation,Adventure,Comedy,Family,Fantasy"
Firewall,"T,h,r,i,l,l,e,r"
Absolute Power,"Crime,Drama,Thriller"
G.I. Jane,"Action,Drama"
The Game,"Drama,Thriller,Mystery"
Silent Hill,"Horror,Mystery"
The Replacements,"C,o,m,e,d,y"
American Reunion,"C,o,m,e,d,y"
The Negotiator,"Action,Adventure,Crime,Drama,Mystery,Thriller"
Into the Storm,"Action,Thriller"
Beverly Hills Cop III,"Action,Comedy,Crime"
Gremlins 2: The New Batch,"Comedy,Horror,Fantasy"
The Judge,"D,r,a,m,a"
The Peacemaker,"Action,Thriller"
Resident Evil: Apocalypse,"Horror,Action,Science Fiction"
Bridget Jones: The Edge of Reason,"Comedy,Romance"
Out of Time,"Thriller,Crime,Drama"
On Deadly Ground,"Action,Thriller"
The Adventures of Sharkboy and Lavagirl,"Adventure,Family,Science Fiction"
The Beach,"Drama,Adventure,Romance,Thriller"
Raising Helen,"Drama,Comedy,Romance"
Ninja Assassin,"Action,Crime,Thriller"
For Love of the Game,"Drama,Romance"
Striptease,"Drama,Thriller,Crime"
Marmaduke,"Family,Comedy"
Hereafter,"Drama,Fantasy"
Murder by Numbers,"Crime,Drama,Thriller"
Assassins,"Action,Adventure,Crime,Thriller"
Hannibal Rising,"Crime,Drama,Thriller"
The Story of Us,"Comedy,Drama,Romance"
The Host,"Action,Adventure,Romance,Science Fiction,Thriller"
Basic,"Action,Drama,Mystery,Thriller,Crime"
Blood Work,"Crime,Drama,Mystery,Thriller"
The International,"Drama,Thriller,Crime"
Escape from L.A.,"Action,Adventure,Science Fiction,Thriller"
The Iron Giant,"Adventure,Animation,Family,Fantasy,Science Fiction"
The Life Aquatic with Steve Zissou,"Adventure,Comedy,Drama"
Free State of Jones,"War,Action,Drama,History,Thriller"
The Life of David Gale,"Drama,Thriller,Crime"
Man of the House,"Comedy,Action"
Run All Night,"Action,Crime,Drama,Mystery,Thriller"
Eastern Promises,"Thriller,Crime,Mystery"
Into the Blue,"Action,Thriller,Adventure,Crime"
The Messenger: The Story of Joan of Arc,"Adventure,Drama,Action,History,War"
Your Highness,"C,o,m,e,d,y"
Dream House,"Drama,Thriller,Mystery"
Mad City,"Action,Drama,Thriller"
Baby's Day Out,"Action,Adventure,Comedy,Family"
The Scarlet Letter,"Drama,History,Romance"
Fair Game,"Drama,Thriller"
Domino,"Action,Crime"
Jade,"Action,Thriller,Mystery,Romance"
Gamer,"Action,Thriller,Science Fiction"
Beautiful Creatures,"Fantasy,Drama,Romance"
Death to Smoochy,"Comedy,Crime,Drama,Thriller"
Zoolander 2,"C,o,m,e,d,y"
The Big Bounce,"Comedy,Crime"
What Planet Are You From?,"Comedy,Drama,Romance,Science Fiction"
Drive Angry,"Fantasy,Thriller,Action,Crime"
Street Fighter: The Legend of Chun-Li,"Action,Adventure,Science Fiction,Thriller"
The One,"Action,Science Fiction,Thriller"
The Adventures of Ford Fairlane,"Action,Comedy,Thriller,Crime,Mystery"
The Boat That Rocked,"Drama,Comedy"
